rating,date,variation,verified_reviews,feedback,lower_text,rem_numbers,no_punct,tokens,rem_stopwords,lemmatized
5,28-Jul-18,Black  Plus,Definitely a really good buy for FIRST time buyers of smart home stuff =]I bought 3 =],Positive,definitely a really good buy for first time buyers of smart home stuff =]i bought 3 =],definitely a really good buy for first time buyers of smart home stuff =]i bought  =],definitely a really good buy for first time buyers of smart home stuff i bought  ,"['definitely', 'a', 'really', 'good', 'buy', 'for', 'first', 'time', 'buyers', 'of', 'smart', 'home', 'stuff', 'i', 'bought']","['definitely', 'really', 'good', 'buy', 'first', 'time', 'buyers', 'smart', 'home', 'stuff', 'bought']","['definitely', 'really', 'good', 'buy', 'first', 'time', 'buyer', 'smart', 'home', 'stuff', 'bought']"
4,28-Jul-18,Black  Plus,I enjoy the various functions of the device,Positive,i enjoy the various functions of the device,i enjoy the various functions of the device,i enjoy the various functions of the device,"['i', 'enjoy', 'the', 'various', 'functions', 'of', 'the', 'device']","['enjoy', 'various', 'functions', 'device']","['enjoy', 'various', 'function', 'device']"
5,28-Jul-18,Black  Plus,"Alread had Echos and Dots, but the ability to control Philips Hue bulbs nudged me to buy this on Prime Day.  Another fun product from Amazon.",Positive,"alread had echos and dots, but the ability to control philips hue bulbs nudged me to buy this on prime day.  another fun product from amazon.","alread had echos and dots, but the ability to control philips hue bulbs nudged me to buy this on prime day.  another fun product from amazon.",alread had echos and dots but the ability to control philips hue bulbs nudged me to buy this on prime day  another fun product from amazon,"['alread', 'had', 'echos', 'and', 'dots', 'but', 'the', 'ability', 'to', 'control', 'philips', 'hue', 'bulbs', 'nudged', 'me', 'to', 'buy', 'this', 'on', 'prime', 'day', 'another', 'fun', 'product', 'from', 'amazon']","['alread', 'echos', 'dots', 'ability', 'control', 'philips', 'hue', 'bulbs', 'nudged', 'buy', 'prime', 'day', 'another', 'fun', 'product', 'amazon']","['alread', 'echo', 'dot', 'ability', 'control', 'philip', 'hue', 'bulb', 'nudge', 'buy', 'prime', 'day', 'another', 'fun', 'product', 'amazon']"
5,28-Jul-18,Black  Plus,"I purchased the Echo Plus with the Build-in Hub, so I could have the convenience of asking Alexa to turn my lights and lamps on and off.  Philips Hue Light Bulbs were placed in the fixtures that I wanted Alexa to control and they all work great!  I already had an Echo Dot in my Kitchen/Den area, so I placed the Echo Plus with Hub in my bedroom. My radio and lamps in my Kitchen and Den are controlled with TP-Link plugs.  But, the ceiling light fixtures and lamp in my Den and Bedroom have special Philips Hue Light Bulbs that are controlled by the Hub inside the Echo Plus.  I am able to play music, set my alarm, get weather reports and numerous other things on both devices.  The Echo Dot requires a TP-Link plug to be plugged into it and the Echo Plus requires a special Philips Light Bulbs installed in each light fixture to work..  The only thing I dislike is the high price of the light bulbs required to make the lights work. Regular light bulbs placed in the ceiling light fixtures will not work with Alexa and  the Echo Plus with Hub.  Other than the high price of the bulbs, I love my Echo Plus with built in hub!",Positive,"i purchased the echo plus with the build-in hub, so i could have the convenience of asking alexa to turn my lights and lamps on and off.  philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great!  i already had an echo dot in my kitchen/den area, so i placed the echo plus with hub in my bedroom. my radio and lamps in my kitchen and den are controlled with tp-link plugs.  but, the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus.  i am able to play music, set my alarm, get weather reports and numerous other things on both devices.  the echo dot requires a tp-link plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work..  the only thing i dislike is the high price of the light bulbs required to make the lights work. regular light bulbs placed in the ceiling light fixtures will not work with alexa and  the echo plus with hub.  other than the high price of the bulbs, i love my echo plus with built in hub!","i purchased the echo plus with the build-in hub, so i could have the convenience of asking alexa to turn my lights and lamps on and off.  philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great!  i already had an echo dot in my kitchen/den area, so i placed the echo plus with hub in my bedroom. my radio and lamps in my kitchen and den are controlled with tp-link plugs.  but, the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus.  i am able to play music, set my alarm, get weather reports and numerous other things on both devices.  the echo dot requires a tp-link plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work..  the only thing i dislike is the high price of the light bulbs required to make the lights work. regular light bulbs placed in the ceiling light fixtures will not work with alexa and  the echo plus with hub.  other than the high price of the bulbs, i love my echo plus with built in hub!",i purchased the echo plus with the buildin hub so i could have the convenience of asking alexa to turn my lights and lamps on and off  philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great  i already had an echo dot in my kitchenden area so i placed the echo plus with hub in my bedroom my radio and lamps in my kitchen and den are controlled with tplink plugs  but the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus  i am able to play music set my alarm get weather reports and numerous other things on both devices  the echo dot requires a tplink plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work  the only thing i dislike is the high price of the light bulbs required to make the lights work regular light bulbs placed in the ceiling light fixtures will not work with alexa and  the echo plus with hub  other than the high price of the bulbs i love my echo plus with built in hub,"['i', 'purchased', 'the', 'echo', 'plus', 'with', 'the', 'buildin', 'hub', 'so', 'i', 'could', 'have', 'the', 'convenience', 'of', 'asking', 'alexa', 'to', 'turn', 'my', 'lights', 'and', 'lamps', 'on', 'and', 'off', 'philips', 'hue', 'light', 'bulbs', 'were', 'placed', 'in', 'the', 'fixtures', 'that', 'i', 'wanted', 'alexa', 'to', 'control', 'and', 'they', 'all', 'work', 'great', 'i', 'already', 'had', 'an', 'echo', 'dot', 'in', 'my', 'kitchenden', 'area', 'so', 'i', 'placed', 'the', 'echo', 'plus', 'with', 'hub', 'in', 'my', 'bedroom', 'my', 'radio', 'and', 'lamps', 'in', 'my', 'kitchen', 'and', 'den', 'are', 'controlled', 'with', 'tplink', 'plugs', 'but', 'the', 'ceiling', 'light', 'fixtures', 'and', 'lamp', 'in', 'my', 'den', 'and', 'bedroom', 'have', 'special', 'philips', 'hue', 'light', 'bulbs', 'that', 'are', 'controlled', 'by', 'the', 'hub', 'inside', 'the', 'echo', 'plus', 'i', 'am', 'able', 'to', 'play', 'music', 'set', 'my', 'alarm', 'get', 'weather', 'reports', 'and', 'numerous', 'other', 'things', 'on', 'both', 'devices', 'the', 'echo', 'dot', 'requires', 'a', 'tplink', 'plug', 'to', 'be', 'plugged', 'into', 'it', 'and', 'the', 'echo', 'plus', 'requires', 'a', 'special', 'philips', 'light', 'bulbs', 'installed', 'in', 'each', 'light', 'fixture', 'to', 'work', 'the', 'only', 'thing', 'i', 'dislike', 'is', 'the', 'high', 'price', 'of', 'the', 'light', 'bulbs', 'required', 'to', 'make', 'the', 'lights', 'work', 'regular', 'light', 'bulbs', 'placed', 'in', 'the', 'ceiling', 'light', 'fixtures', 'will', 'not', 'work', 'with', 'alexa', 'and', 'the', 'echo', 'plus', 'with', 'hub', 'other', 'than', 'the', 'high', 'price', 'of', 'the', 'bulbs', 'i', 'love', 'my', 'echo', 'plus', 'with', 'built', 'in', 'hub']","['purchased', 'echo', 'plus', 'buildin', 'hub', 'could', 'convenience', 'asking', 'alexa', 'turn', 'lights', 'lamps', 'philips', 'hue', 'light', 'bulbs', 'placed', 'fixtures', 'wanted', 'alexa', 'control', 'work', 'great', 'already', 'echo', 'dot', 'kitchenden', 'area', 'placed', 'echo', 'plus', 'hub', 'bedroom', 'radio', 'lamps', 'kitchen', 'den', 'controlled', 'tplink', 'plugs', 'ceiling', 'light', 'fixtures', 'lamp', 'den', 'bedroom', 'special', 'philips', 'hue', 'light', 'bulbs', 'controlled', 'hub', 'inside', 'echo', 'plus', 'able', 'play', 'music', 'set', 'alarm', 'get', 'weather', 'reports', 'numerous', 'things', 'devices', 'echo', 'dot', 'requires', 'tplink', 'plug', 'plugged', 'echo', 'plus', 'requires', 'special', 'philips', 'light', 'bulbs', 'installed', 'light', 'fixture', 'work', 'thing', 'dislike', 'high', 'price', 'light', 'bulbs', 'required', 'make', 'lights', 'work', 'regular', 'light', 'bulbs', 'placed', 'ceiling', 'light', 'fixtures', 'work', 'alexa', 'echo', 'plus', 'hub', 'high', 'price', 'bulbs', 'love', 'echo', 'plus', 'built', 'hub']","['purchase', 'echo', 'plus', 'buildin', 'hub', 'could', 'convenience', 'ask', 'alexa', 'turn', 'light', 'lamp', 'philip', 'hue', 'light', 'bulb', 'place', 'fixture', 'want', 'alexa', 'control', 'work', 'great', 'already', 'echo', 'dot', 'kitchenden', 'area', 'place', 'echo', 'plus', 'hub', 'bedroom', 'radio', 'lamp', 'kitchen', 'den', 'control', 'tplink', 'plug', 'ceiling', 'light', 'fixture', 'lamp', 'den', 'bedroom', 'special', 'philip', 'hue', 'light', 'bulb', 'control', 'hub', 'inside', 'echo', 'plus', 'able', 'play', 'music', 'set', 'alarm', 'get', 'weather', 'report', 'numerous', 'thing', 'device', 'echo', 'dot', 'require', 'tplink', 'plug', 'plug', 'echo', 'plus', 'require', 'special', 'philip', 'light', 'bulb', 'instal', 'light', 'fixture', 'work', 'thing', 'dislike', 'high', 'price', 'light', 'bulb', 'require', 'make', 'light', 'work', 'regular', 'light', 'bulb', 'place', 'ceiling', 'light', 'fixture', 'work', 'alexa', 'echo', 'plus', 'hub', 'high', 'price', 'bulb', 'love', 'echo', 'plus', 'built', 'hub']"
5,28-Jul-18,Black  Plus,Easily configured hub capabilities.  Excellent sound quality for the size of the unit.,Positive,easily configured hub capabilities.  excellent sound quality for the size of the unit.,easily configured hub capabilities.  excellent sound quality for the size of the unit.,easily configured hub capabilities  excellent sound quality for the size of the unit,"['easily', 'configured', 'hub', 'capabilities', 'excellent', 'sound', 'quality', 'for', 'the', 'size', 'of', 'the', 'unit']","['easily', 'configured', 'hub', 'capabilities', 'excellent', 'sound', 'quality', 'size', 'unit']","['easily', 'configure', 'hub', 'capability', 'excellent', 'sound', 'quality', 'size', 'unit']"
5,28-Jul-18,Black  Plus,Works great in my large open room,Positive,works great in my large open room,works great in my large open room,works great in my large open room,"['works', 'great', 'in', 'my', 'large', 'open', 'room']","['works', 'great', 'large', 'open', 'room']","['work', 'great', 'large', 'open', 'room']"
5,28-Jul-18,Black  Plus,Fun,Positive,fun,fun,fun,['fun'],['fun'],['fun']
5,28-Jul-18,Black  Plus,This is outstanding works awesome the music sound very clear and loud and Alexa is very smart,Positive,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,"['this', 'is', 'outstanding', 'works', 'awesome', 'the', 'music', 'sound', 'very', 'clear', 'and', 'loud', 'and', 'alexa', 'is', 'very', 'smart']","['outstanding', 'works', 'awesome', 'music', 'sound', 'clear', 'loud', 'alexa', 'smart']","['outstanding', 'work', 'awesome', 'music', 'sound', 'clear', 'loud', 'alexa', 'smart']"
5,28-Jul-18,Black  Plus,I bought this specifically for the smart hub capability. So far it has been great. Easy set up instructions for all the various brands compatible with it.,Positive,i bought this specifically for the smart hub capability. so far it has been great. easy set up instructions for all the various brands compatible with it.,i bought this specifically for the smart hub capability. so far it has been great. easy set up instructions for all the various brands compatible with it.,i bought this specifically for the smart hub capability so far it has been great easy set up instructions for all the various brands compatible with it,"['i', 'bought', 'this', 'specifically', 'for', 'the', 'smart', 'hub', 'capability', 'so', 'far', 'it', 'has', 'been', 'great', 'easy', 'set', 'up', 'instructions', 'for', 'all', 'the', 'various', 'brands', 'compatible', 'with', 'it']","['bought', 'specifically', 'smart', 'hub', 'capability', 'far', 'great', 'easy', 'set', 'instructions', 'various', 'brands', 'compatible']","['bought', 'specifically', 'smart', 'hub', 'capability', 'far', 'great', 'easy', 'set', 'instruction', 'various', 'brand', 'compatible']"
5,28-Jul-18,Black  Plus,"The sound is wonderful and it just plain works. I wish it cost less, but it is worth the cost. (especially on Prime Day)",Positive,"the sound is wonderful and it just plain works. i wish it cost less, but it is worth the cost. (especially on prime day)","the sound is wonderful and it just plain works. i wish it cost less, but it is worth the cost. (especially on prime day)",the sound is wonderful and it just plain works i wish it cost less but it is worth the cost especially on prime day,"['the', 'sound', 'is', 'wonderful', 'and', 'it', 'just', 'plain', 'works', 'i', 'wish', 'it', 'cost', 'less', 'but', 'it', 'is', 'worth', 'the', 'cost', 'especially', 'on', 'prime', 'day']","['sound', 'wonderful', 'plain', 'works', 'wish', 'cost', 'less', 'worth', 'cost', 'especially', 'prime', 'day']","['sound', 'wonderful', 'plain', 'work', 'wish', 'cost', 'less', 'worth', 'cost', 'especially', 'prime', 'day']"
5,28-Jul-18,White  Plus,Comes with a hub.  Got it during prime day for $99 and a hue white bulb.  Works great.  Now I can add more stuff that required a hub!,Positive,comes with a hub.  got it during prime day for $99 and a hue white bulb.  works great.  now i can add more stuff that required a hub!,comes with a hub.  got it during prime day for $ and a hue white bulb.  works great.  now i can add more stuff that required a hub!,comes with a hub  got it during prime day for  and a hue white bulb  works great  now i can add more stuff that required a hub,"['comes', 'with', 'a', 'hub', 'got', 'it', 'during', 'prime', 'day', 'for', 'and', 'a', 'hue', 'white', 'bulb', 'works', 'great', 'now', 'i', 'can', 'add', 'more', 'stuff', 'that', 'required', 'a', 'hub']","['comes', 'hub', 'got', 'prime', 'day', 'hue', 'white', 'bulb', 'works', 'great', 'add', 'stuff', 'required', 'hub']","['come', 'hub', 'get', 'prime', 'day', 'hue', 'white', 'bulb', 'work', 'great', 'add', 'stuff', 'require', 'hub']"
5,28-Jul-18,Black  Plus,"Got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  Great.product!",Positive,"got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  great.product!","got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  great.product!",got it for the smart hub and does exactly was it says turn lights on and off arm and disarm my security system and the thermostat is next  greatproduct,"['got', 'it', 'for', 'the', 'smart', 'hub', 'and', 'does', 'exactly', 'was', 'it', 'says', 'turn', 'lights', 'on', 'and', 'off', 'arm', 'and', 'disarm', 'my', 'security', 'system', 'and', 'the', 'thermostat', 'is', 'next', 'greatproduct']","['got', 'smart', 'hub', 'exactly', 'says', 'turn', 'lights', 'arm', 'disarm', 'security', 'system', 'thermostat', 'next', 'greatproduct']","['get', 'smart', 'hub', 'exactly', 'say', 'turn', 'light', 'arm', 'disarm', 'security', 'system', 'thermostat', 'next', 'greatproduct']"
5,28-Jul-18,Black  Plus,"Very easy to set up, great sound.",Positive,"very easy to set up, great sound.","very easy to set up, great sound.",very easy to set up great sound,"['very', 'easy', 'to', 'set', 'up', 'great', 'sound']","['easy', 'set', 'great', 'sound']","['easy', 'set', 'great', 'sound']"
4,28-Jul-18,Black  Plus,So far it's been very useful. Trying to learn all the ways to use Alexa .,Positive,so far it's been very useful. trying to learn all the ways to use alexa .,so far it's been very useful. trying to learn all the ways to use alexa .,so far its been very useful trying to learn all the ways to use alexa ,"['so', 'far', 'its', 'been', 'very', 'useful', 'trying', 'to', 'learn', 'all', 'the', 'ways', 'to', 'use', 'alexa']","['far', 'useful', 'trying', 'learn', 'ways', 'use', 'alexa']","['far', 'useful', 'try', 'learn', 'way', 'use', 'alexa']"
5,28-Jul-18,Black  Plus,works better than I thought,Positive,works better than i thought,works better than i thought,works better than i thought,"['works', 'better', 'than', 'i', 'thought']","['works', 'better', 'thought']","['work', 'well', 'thought']"
5,28-Jul-18,Black  Plus,"Loved all about it, all I can do with it and it looks good.",Positive,"loved all about it, all i can do with it and it looks good.","loved all about it, all i can do with it and it looks good.",loved all about it all i can do with it and it looks good,"['loved', 'all', 'about', 'it', 'all', 'i', 'can', 'do', 'with', 'it', 'and', 'it', 'looks', 'good']","['loved', 'looks', 'good']","['love', 'look', 'good']"
5,28-Jul-18,Black  Plus,Great product and fast shipping. Thank you,Positive,great product and fast shipping. thank you,great product and fast shipping. thank you,great product and fast shipping thank you,"['great', 'product', 'and', 'fast', 'shipping', 'thank', 'you']","['great', 'product', 'fast', 'shipping', 'thank']","['great', 'product', 'fast', 'shipping', 'thank']"
5,28-Jul-18,Black  Plus,"It's fun to imagine the household management options ...Some info questions baffle Alexa, but other options are cool - esp. music-related ...",Positive,"it's fun to imagine the household management options ...some info questions baffle alexa, but other options are cool - esp. music-related ...","it's fun to imagine the household management options ...some info questions baffle alexa, but other options are cool - esp. music-related ...",its fun to imagine the household management options some info questions baffle alexa but other options are cool  esp musicrelated ,"['its', 'fun', 'to', 'imagine', 'the', 'household', 'management', 'options', 'some', 'info', 'questions', 'baffle', 'alexa', 'but', 'other', 'options', 'are', 'cool', 'esp', 'musicrelated']","['fun', 'imagine', 'household', 'management', 'options', 'info', 'questions', 'baffle', 'alexa', 'options', 'cool', 'esp', 'musicrelated']","['fun', 'imagine', 'household', 'management', 'option', 'info', 'question', 'baffle', 'alexa', 'option', 'cool', 'esp', 'musicrelated']"
5,28-Jul-18,White  Plus,Easy to set up and works like it's supposed to.,Positive,easy to set up and works like it's supposed to.,easy to set up and works like it's supposed to.,easy to set up and works like its supposed to,"['easy', 'to', 'set', 'up', 'and', 'works', 'like', 'its', 'supposed', 'to']","['easy', 'set', 'works', 'like', 'supposed']","['easy', 'set', 'work', 'like', 'suppose']"
5,28-Jul-18,Black  Plus,"Love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.",Positive,"love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.","love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.",love it very easy to set uplove that you can request just about anything on your mind and it works on giving you useful information,"['love', 'it', 'very', 'easy', 'to', 'set', 'uplove', 'that', 'you', 'can', 'request', 'just', 'about', 'anything', 'on', 'your', 'mind', 'and', 'it', 'works', 'on', 'giving', 'you', 'useful', 'information']","['love', 'easy', 'set', 'uplove', 'request', 'anything', 'mind', 'works', 'giving', 'useful', 'information']","['love', 'easy', 'set', 'uplove', 'request', 'anything', 'mind', 'work', 'give', 'useful', 'information']"
5,28-Jul-18,Black  Plus,Great product. More skills are needed. I love it.,Positive,great product. more skills are needed. i love it.,great product. more skills are needed. i love it.,great product more skills are needed i love it,"['great', 'product', 'more', 'skills', 'are', 'needed', 'i', 'love', 'it']","['great', 'product', 'skills', 'needed', 'love']","['great', 'product', 'skill', 'need', 'love']"
5,28-Jul-18,White  Plus,My first smart buy..I am loving it and all the great things Alexa can do.,Positive,my first smart buy..i am loving it and all the great things alexa can do.,my first smart buy..i am loving it and all the great things alexa can do.,my first smart buyi am loving it and all the great things alexa can do,"['my', 'first', 'smart', 'buyi', 'am', 'loving', 'it', 'and', 'all', 'the', 'great', 'things', 'alexa', 'can', 'do']","['first', 'smart', 'buyi', 'loving', 'great', 'things', 'alexa']","['first', 'smart', 'buyi', 'love', 'great', 'thing', 'alexa']"
5,28-Jul-18,Black  Plus,"This thing is awesome!  I got it on Prime Day for a great deal.  I wish I had purchased two.  I also bought the Echo Show version, but the sound is not nearly as good as the Echo Plus.  The Echo Show came dented, so I will be exchanging it.  I like the screen and many of the features so I will not be getting a refund.  It was still worth the price.",Positive,"this thing is awesome!  i got it on prime day for a great deal.  i wish i had purchased two.  i also bought the echo show version, but the sound is not nearly as good as the echo plus.  the echo show came dented, so i will be exchanging it.  i like the screen and many of the features so i will not be getting a refund.  it was still worth the price.","this thing is awesome!  i got it on prime day for a great deal.  i wish i had purchased two.  i also bought the echo show version, but the sound is not nearly as good as the echo plus.  the echo show came dented, so i will be exchanging it.  i like the screen and many of the features so i will not be getting a refund.  it was still worth the price.",this thing is awesome  i got it on prime day for a great deal  i wish i had purchased two  i also bought the echo show version but the sound is not nearly as good as the echo plus  the echo show came dented so i will be exchanging it  i like the screen and many of the features so i will not be getting a refund  it was still worth the price,"['this', 'thing', 'is', 'awesome', 'i', 'got', 'it', 'on', 'prime', 'day', 'for', 'a', 'great', 'deal', 'i', 'wish', 'i', 'had', 'purchased', 'two', 'i', 'also', 'bought', 'the', 'echo', 'show', 'version', 'but', 'the', 'sound', 'is', 'not', 'nearly', 'as', 'good', 'as', 'the', 'echo', 'plus', 'the', 'echo', 'show', 'came', 'dented', 'so', 'i', 'will', 'be', 'exchanging', 'it', 'i', 'like', 'the', 'screen', 'and', 'many', 'of', 'the', 'features', 'so', 'i', 'will', 'not', 'be', 'getting', 'a', 'refund', 'it', 'was', 'still', 'worth', 'the', 'price']","['thing', 'awesome', 'got', 'prime', 'day', 'great', 'deal', 'wish', 'purchased', 'two', 'also', 'bought', 'echo', 'show', 'version', 'sound', 'nearly', 'good', 'echo', 'plus', 'echo', 'show', 'came', 'dented', 'exchanging', 'like', 'screen', 'many', 'features', 'getting', 'refund', 'still', 'worth', 'price']","['thing', 'awesome', 'get', 'prime', 'day', 'great', 'deal', 'wish', 'purchase', 'two', 'also', 'bought', 'echo', 'show', 'version', 'sound', 'nearly', 'good', 'echo', 'plus', 'echo', 'show', 'come', 'dent', 'exchange', 'like', 'screen', 'many', 'feature', 'get', 'refund', 'still', 'worth', 'price']"
5,28-Jul-18,Black  Plus,Is great having a new friend,Positive,is great having a new friend,is great having a new friend,is great having a new friend,"['is', 'great', 'having', 'a', 'new', 'friend']","['great', 'new', 'friend']","['great', 'new', 'friend']"
5,28-Jul-18,Black  Plus,Coop product many uses including smart devices throughout the home,Positive,coop product many uses including smart devices throughout the home,coop product many uses including smart devices throughout the home,coop product many uses including smart devices throughout the home,"['coop', 'product', 'many', 'uses', 'including', 'smart', 'devices', 'throughout', 'the', 'home']","['coop', 'product', 'many', 'uses', 'including', 'smart', 'devices', 'throughout', 'home']","['coop', 'product', 'many', 'us', 'include', 'smart', 'device', 'throughout', 'home']"
5,28-Jul-18,Black  Plus,"Easy setup with great sound, I would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.",Positive,"easy setup with great sound, i would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.","easy setup with great sound, i would rate this unit a  +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.",easy setup with great sound i would rate this unit a   and a must have for the office and home l am looking add other devices locks and lights for my home,"['easy', 'setup', 'with', 'great', 'sound', 'i', 'would', 'rate', 'this', 'unit', 'a', 'and', 'a', 'must', 'have', 'for', 'the', 'office', 'and', 'home', 'l', 'am', 'looking', 'add', 'other', 'devices', 'locks', 'and', 'lights', 'for', 'my', 'home']","['easy', 'setup', 'great', 'sound', 'would', 'rate', 'unit', 'must', 'office', 'home', 'l', 'looking', 'add', 'devices', 'locks', 'lights', 'home']","['easy', 'setup', 'great', 'sound', 'would', 'rate', 'unit', 'must', 'office', 'home', 'l', 'look', 'add', 'device', 'lock', 'light', 'home']"
5,28-Jul-18,White  Plus,Better than expected!,Positive,better than expected!,better than expected!,better than expected,"['better', 'than', 'expected']","['better', 'expected']","['well', 'expect']"
5,28-Jul-18,Black  Plus,"Wonderful, still learning how to use. Had a heck of a time setting it up, but is happened somehow.",Positive,"wonderful, still learning how to use. had a heck of a time setting it up, but is happened somehow.","wonderful, still learning how to use. had a heck of a time setting it up, but is happened somehow.",wonderful still learning how to use had a heck of a time setting it up but is happened somehow,"['wonderful', 'still', 'learning', 'how', 'to', 'use', 'had', 'a', 'heck', 'of', 'a', 'time', 'setting', 'it', 'up', 'but', 'is', 'happened', 'somehow']","['wonderful', 'still', 'learning', 'use', 'heck', 'time', 'setting', 'happened', 'somehow']","['wonderful', 'still', 'learn', 'use', 'heck', 'time', 'set', 'happen', 'somehow']"
5,28-Jul-18,Black  Plus,It's fantastic. Very happy with the purchase.,Positive,it's fantastic. very happy with the purchase.,it's fantastic. very happy with the purchase.,its fantastic very happy with the purchase,"['its', 'fantastic', 'very', 'happy', 'with', 'the', 'purchase']","['fantastic', 'happy', 'purchase']","['fantastic', 'happy', 'purchase']"
5,28-Jul-18,Black  Plus,Love it!!!,Positive,love it!!!,love it!!!,love it,"['love', 'it']",['love'],['love']
3,28-Jul-18,Black  Plus,I like the list ability and the music I can play.  I do not like that I can not create a playlist without using the app and even then Alexa will not play my songs I have to do it through my tablet or phone.  I also do not like that Alex can not print again it has to be done through the app.,Positive,i like the list ability and the music i can play.  i do not like that i can not create a playlist without using the app and even then alexa will not play my songs i have to do it through my tablet or phone.  i also do not like that alex can not print again it has to be done through the app.,i like the list ability and the music i can play.  i do not like that i can not create a playlist without using the app and even then alexa will not play my songs i have to do it through my tablet or phone.  i also do not like that alex can not print again it has to be done through the app.,i like the list ability and the music i can play  i do not like that i can not create a playlist without using the app and even then alexa will not play my songs i have to do it through my tablet or phone  i also do not like that alex can not print again it has to be done through the app,"['i', 'like', 'the', 'list', 'ability', 'and', 'the', 'music', 'i', 'can', 'play', 'i', 'do', 'not', 'like', 'that', 'i', 'can', 'not', 'create', 'a', 'playlist', 'without', 'using', 'the', 'app', 'and', 'even', 'then', 'alexa', 'will', 'not', 'play', 'my', 'songs', 'i', 'have', 'to', 'do', 'it', 'through', 'my', 'tablet', 'or', 'phone', 'i', 'also', 'do', 'not', 'like', 'that', 'alex', 'can', 'not', 'print', 'again', 'it', 'has', 'to', 'be', 'done', 'through', 'the', 'app']","['like', 'list', 'ability', 'music', 'play', 'like', 'create', 'playlist', 'without', 'using', 'app', 'even', 'alexa', 'play', 'songs', 'tablet', 'phone', 'also', 'like', 'alex', 'print', 'done', 'app']","['like', 'list', 'ability', 'music', 'play', 'like', 'create', 'playlist', 'without', 'use', 'app', 'even', 'alexa', 'play', 'song', 'tablet', 'phone', 'also', 'like', 'alex', 'print', 'do', 'app']"
5,28-Jul-18,Black  Plus,"It is a great bundle of fun. Music ,games, questions etc. I luv it turns off my smart lights. I purchase 4 more smart light for my lamps in the living room and my room!",Positive,"it is a great bundle of fun. music ,games, questions etc. i luv it turns off my smart lights. i purchase 4 more smart light for my lamps in the living room and my room!","it is a great bundle of fun. music ,games, questions etc. i luv it turns off my smart lights. i purchase  more smart light for my lamps in the living room and my room!",it is a great bundle of fun music games questions etc i luv it turns off my smart lights i purchase  more smart light for my lamps in the living room and my room,"['it', 'is', 'a', 'great', 'bundle', 'of', 'fun', 'music', 'games', 'questions', 'etc', 'i', 'luv', 'it', 'turns', 'off', 'my', 'smart', 'lights', 'i', 'purchase', 'more', 'smart', 'light', 'for', 'my', 'lamps', 'in', 'the', 'living', 'room', 'and', 'my', 'room']","['great', 'bundle', 'fun', 'music', 'games', 'questions', 'etc', 'luv', 'turns', 'smart', 'lights', 'purchase', 'smart', 'light', 'lamps', 'living', 'room', 'room']","['great', 'bundle', 'fun', 'music', 'game', 'question', 'etc', 'luv', 'turn', 'smart', 'light', 'purchase', 'smart', 'light', 'lamp', 'living', 'room', 'room']"
5,28-Jul-18,Black  Plus,First time using Alexa and so far I love it.,Positive,first time using alexa and so far i love it.,first time using alexa and so far i love it.,first time using alexa and so far i love it,"['first', 'time', 'using', 'alexa', 'and', 'so', 'far', 'i', 'love', 'it']","['first', 'time', 'using', 'alexa', 'far', 'love']","['first', 'time', 'use', 'alexa', 'far', 'love']"
4,28-Jul-18,Black  Plus,"It was a little hard to follow their instructions, great product",Positive,"it was a little hard to follow their instructions, great product","it was a little hard to follow their instructions, great product",it was a little hard to follow their instructions great product,"['it', 'was', 'a', 'little', 'hard', 'to', 'follow', 'their', 'instructions', 'great', 'product']","['little', 'hard', 'follow', 'instructions', 'great', 'product']","['little', 'hard', 'follow', 'instruction', 'great', 'product']"
